Maker,Genmodel,Genmodel_ID,2022,2023,2024,2025,2026
Infiniti,Q50,37_6,39325.464669999994,41883.339637,44248.07268862,46500.5752224628,48698.40396976992
Infiniti,Q60,37_7,36893.66631396,38142.3520772184,39509.103537797135,40978.20784355202,42539.45427226421
Infiniti,QX30,37_9,29797.356739999996,30588.785749999995,31532.011498279993,32597.063981007195,33763.58695620469
Isuzu,Trooper,38_4,43722.33369045697,45471.56136913123,47290.65785563567,49182.44799207853,51149.86058731387
Jaguar,E-PACE,39_1,30923.713533280003,31970.5076766112,33116.219905075646,34347.69304625867,35656.37780959502
Jaguar,F-PACE,39_2,37687.85192911999,38979.32882828479,40387.275956816185,41896.90877786883,43498.68437692959
Jaguar,F-Type,39_3,55072.87093739149,56888.40220114685,58892.76978757451,61058.66262794474,63368.136567269605
Jaguar,S-Type,39_4,45687.60984847825,47512.84377977697,49411.76820711976,51387.12640871075,53441.83269637353
Jaguar,X-Type,39_5,32083.689861250492,33363.64882430328,34695.82273529735,36081.9952153246,37524.11272336833
Jaguar,XE,39_6,30410.887003819997,31522.105117662795,32709.33716595231,33966.15414309851,35288.710752178114
Jaguar,XF,39_7,35126.358705516526,36375.99273876397,37722.23822783327,39154.971802609725,40667.86150667831
Jaguar,XJ,39_8,57002.628007703635,58347.35947739254,60026.49230105478,61969.218904293535,64127.15449830288
Jaguar,XK,39_9,65514.07665626396,67960.87525437953,70557.67513686023,73294.83755294849,76167.02984249614
Jaguar,XK8,39_10,85600.81754733429,89020.45257629883,92578.1923083006,96279.16514089752,100128.82334471884
Jeep,Cherokee,40_1,33182.576152199326,34609.35723677953,36063.366153195275,37554.64503818428,39090.95180691448
Jeep,Commander,40_2,46050.42801614717,47890.320727035294,49804.44646928627,51795.58336727642,53866.67802942057
Jeep,Compass,40_3,24303.79731174182,25327.264053220875,26376.27500965627,27456.470286057123,28572.330090709627
Jeep,Grand Cherokee,40_4,49870.26626949723,51937.89678864806,54066.38656805364,56264.72376627755,58540.28993177989
Jeep,Patriot,40_5,20534.238628419334,21345.661835646504,22192.52587253564,23075.35320186136,23994.955736032814
Jeep,Renegade,40_6,19649.52748141,20322.7699305934,21056.763672766036,21843.792281140908,22678.874615411507
Jeep,Wrangler,40_7,34854.26963543627,36351.60351088539,37877.881814342974,39443.54700103221,41056.67382095436
Kia,'Cee''d',43_2,16357.210083136497,16965.134664774745,17611.28537618469,18293.018518605342,19008.836468510846
Kia,'Pro_Cee''d',43_8,19102.94443070071,20054.2931962105,20987.52661585615,21918.770864748454,22859.741928319036
Kia,Carens,43_1,19504.340420953664,20147.440598667563,20857.386815227295,21624.516302665503,22442.480765152508
Kia,Cerato,43_3,16212.045987868974,16858.930314562258,17532.169268169717,18232.67325761398,18961.432241020775
Kia,Magentis,43_4,26508.930729882053,27578.868578655605,28688.729755506614,29840.97344932023,31037.898539808393
Kia,Niro,43_5,23452.78906992,24260.7136107168,25140.011239745472,26081.820048555295,27080.438701951505
Kia,Optima,43_6,22576.664176599996,23345.878043619996,24186.016275333997,25087.869103325796,26045.472391343737
Kia,Picanto,43_7,9177.28485944288,9522.914344022816,9888.807580925284,10273.843548361385,10677.4358552352
Kia,Rio,43_9,12569.113045767106,13105.330406532972,13652.96061004892,14215.470925529118,14795.56408630505
Kia,Sedona,43_10,27937.21380389206,29062.9481874982,30231.238197013452,31444.52818230472,32705.137629784414
Kia,Sephia,43_17,17042.85544832394,17724.423965578637,18433.298933727,19170.559497743736,19937.33190232084
Kia,Sorento,43_11,29746.652940032523,30723.709986022768,31803.69203533594,32971.56327165996,34217.43229096376
Kia,Soul,43_12,14294.524740403347,14782.902294282345,15315.83598103764,15887.601736767949,16494.498427780825
Kia,Soul EV,43_18,31440.867199999997,32280.865088,33279.75393152,34406.3020567808,35639.304716652034
Kia,Sportage,43_13,19757.70445065498,20487.917797391285,21265.368127384012,22086.536385147327,22949.385313420786
Kia,Stinger,43_14,34045.05707712,35197.5113682048,36458.868228533,37814.64244159432,39255.42177800209
Kia,Stonic,43_15,17580.10654464,18175.2081824256,18826.544672922624,19526.63617407953,20270.62242101071
Kia,Venga,43_16,14796.077902828249,15542.315139979775,16272.083630305842,16998.62009482689,17731.522082136136
Lamborghini,Aventador,45_1,287106.24540300004,296917.18635955924,307622.55761224905,319107.5385755542,331297.8951797471
Lamborghini,Gallardo,45_3,175332.7412391006,182170.42015409164,189334.2954460542,196821.6082039556,204634.23119015532
Lamborghini,Huracan,45_4,171356.94593639998,176670.22046536798,182658.32696804113,189209.56842560368,196249.38702781644
Lamborghini,Murcielago,45_5,316459.8634035415,329143.93052748597,342327.6585600474,356033.34447047266,370283.4839469079
Land Rover,Discovery,47_6,48137.38297148491,50135.58209726824,52191.89804600572,54315.198833238675,56512.74419234313
Land Rover,Discovery Sport,47_10,31146.93392832,32073.837551884804,33133.50944046259,34302.55268863278,35565.24680556427
Land Rover,Freelander,47_11,28010.171010295737,29114.130958276328,30267.18337190551,31469.811729490422,32722.962914566127
Land Rover,Range Rover,47_13,82308.22104718238,85333.54115550447,88559.97668822901,91971.54147631122,95558.8191397508
Land Rover,Range Rover Evoque,47_14,32239.442705748497,33313.93062618394,34495.924999775154,35770.36800374686,37127.40692668322
Land Rover,Range Rover Sport,47_15,64288.34184954198,66704.49376769058,69263.90628931505,71958.32548052946,74783.3625574999
Land Rover,Range Rover Velar,47_16,48733.41102159999,50383.07865246399,52188.63363156255,54129.34125992506,56191.728508492066
Lexus,CT,48_1,25086.203368370698,26014.668757859487,27002.76758650164,28046.136744791147,29142.2631329634
Lexus,GS,48_2,38732.64089619868,40230.800221015874,41804.22981213498,43451.33731221531,45171.84762002038
Lexus,IS,48_8,32034.739332717756,33133.77993290243,34331.4868490317,35615.395326162194,36977.465441427135
Lexus,LC,48_14,81493.85210431999,84252.4886764928,87271.80596515251,90517.1306228786,93965.93254117775
Lexus,LS,48_15,78782.71113181786,81555.34903886452,84552.49362366085,87749.0448048765,91129.12260246002
Lexus,NX,48_18,33667.57288552,34860.2732599408,36146.882411638435,37517.296463013976,38965.16544997154
Lexus,RC,48_21,41492.04424491999,42527.37843584079,43791.43026806122,45237.157165134435,46832.492232185345
Lexus,RX,48_24,44838.27797678003,46382.64993227722,48063.544515066504,49863.998305517904,51773.09664463274
Lexus,SC,48_30,90957.82557264564,94600.88337264973,98388.2400515245,102326.09459436362,106420.76583668288
Lotus,Elise,51_3,35206.919894185965,36587.50881588858,38031.62765667874,39539.325704654126,41111.40179203606
Lotus,Evora,51_6,79630.37936268383,83305.75371065308,86981.09528050253,90700.51708671896,94496.66236668517
Lotus,Exige,51_7,62086.14199885002,64491.36147008142,67016.25758277885,69658.57704381594,72418.08853597673
Mg,GS,53_1,15314.969299999995,15724.998445999998,16212.199645639996,16761.428514725598,17362.40427359662
Mg,MG3,53_2,9226.596111875,9553.7822620181,9906.619166466497,10282.363862902524,10679.294368262785
Mg,MG6,53_3,15804.503684074676,16354.716714202545,16951.528400706065,17589.4256492891,18264.88795404902
Mg,TF,53_5,19024.59051229337,19774.49650253253,20557.72202145703,21374.60286349155,22225.78735085458
Mg,ZR,53_6,17576.456503060304,18278.867945902733,19009.569891642856,19769.635746841377,20560.199318388
Mg,ZS,53_7,13322.547347954998,13807.932436010098,14326.987969346334,14876.784253247268,15455.557358966116
Mg,ZT,53_8,28679.617145334018,29825.176563644534,31017.045938938332,32256.931395419473,33546.65118448278
Mini,Clubman,54_1,20741.10177949919,21592.391220203033,22471.238627677867,23380.69440385168,24323.34654175244
Mini,Convertible,54_3,20428.099512679066,21252.840996091345,22108.28688796858,22996.350939910833,23918.817781003723
Mini,Cooper s,54_10,23486.818546193223,24412.28279886006,25378.968168387837,26387.262735424712,27437.948333052656
Mini,Countryman,54_4,18473.1153679198,19114.21080754066,19810.298817275136,20554.774474169135,21343.410046077996
Mini,Coupe,54_5,19678.528382982495,20415.161626111796,21196.41256662327,22019.520202115094,22882.97680317853
Mini,Hatch,54_6,15515.216330783733,16125.716866684614,16763.66985922067,17429.263676097566,18122.96713889712
Mini,John Cooper Works,54_9,31802.78644270895,33182.91895853524,34585.8504575592,36022.21479433936,37500.154609047386
Mini,Paceman,54_7,21486.707550069597,22264.401561642386,23097.73562080708,23981.575643328662,24912.79008744432
Mini,Roadster,54_8,21188.019429130414,21981.07095697961,22822.18532073758,23708.382801402233,24638.03516094293
Maserati,Coupe,55_4,89735.92100088736,93312.50211722584,97036.00319532696,100911.14401852847,104943.18026604154
Maserati,Ghibli,55_5,54148.55846271,56015.0860290234,58046.09912964783,60221.2298564582,62527.37978385365
Maserati,GranCabrio,55_6,107651.74835345424,111223.07491941797,115157.67755847258,119403.96041040604,123928.10185153843
Maserati,Gransport,55_7,105546.75037444814,109755.89904265651,114137.2300616241,118696.485804172,123439.98181439692
Maserati,Granturismo,55_8,92646.14823642225,95976.16578149555,99552.1325436869,103350.06193708644,107355.15527872634
Maserati,Levante,55_9,60291.37802216,62422.9108740464,64723.74172070826,67175.43147772658,69766.36679856865
Maserati,Quattroporte,55_10,77480.20908588587,80141.7282844721,83041.01500045655,86148.18790969871,89443.98804254338
Maserati,Spyder,55_11,102150.52786139412,106225.94664376831,110467.56287706192,114881.07024942445,119472.67645949742
Maybach,57,56_1,377111.988884088,392080.3421941208,407682.26751015405,423932.65635034814,440850.1313022137
Maybach,62,56_2,417150.35346835887,433667.2998814912,450895.6444688294,468848.6270620376,487544.5819146376
Mazda,323,57_1,22056.247139318628,22938.945737454364,23856.817665746632,24811.310241532366,25803.916559602767
Mazda,626,57_2,25797.946940359932,26829.541154889015,27902.496236924853,29018.437491490044,30179.063974711386
Mazda,CX-3,57_6,19301.157999999996,19966.405096,20690.30184304,21465.5822970016,22287.573455049664
Mazda,CX-5,57_7,25215.791597605,26133.5581538563,27115.29490465352,28155.38279808974,29250.43137808839
Mazda,CX-7,57_8,37470.319648542776,38964.63453657656,40520.071389504075,42138.670275109354,43822.67430713131
Mazda,Demio,57_9,14557.53319646256,15139.261951932933,15744.431629338558,16373.928334041915,17028.689075074464
Mazda,MPV,57_14,34211.42213549005,35579.067055833715,37001.6613625139,38481.32995412724,40020.30464827128
Mazda,MX-5,57_15,20166.330278681176,20883.454638225623,21656.12262763269,22478.498395452625,23346.92993517097
Mazda,Mazda2,57_10,13637.493171682485,14181.692778321738,14748.050405294976,15337.335362595031,15950.382835860615
Mazda,Mazda3,57_11,18761.463887255828,19443.24179371908,20172.89501114896,20946.157293571698,21760.446122698308
Mazda,Mazda5,57_12,23572.20532167287,24498.77707936645,25467.306643919765,26478.003846641623,27531.527456382835
Mazda,Mazda6,57_13,21784.418393069824,22578.209959206477,23427.028738864436,24326.093155321803,25272.52516836663
Mazda,Premacy,57_17,23986.723802228385,24945.477082160975,25942.79519493784,26980.15632337865,28059.117100764102
Mazda,RX-8,57_18,34663.29578133563,36048.70469170236,37489.86683474977,38988.91127690529,40548.08256611736
Mazda,Tribute,57_19,29563.605947024735,30745.458841912732,31974.79325549415,33253.44622764735,34583.34694610665
Mclaren,540C,58_2,139438.8,143164.152,147594.17807999998,152590.3672032,158058.677291328
Mclaren,570GT,58_3,162162.15999999997,166494.6064,171646.562656,177456.94556224,183816.3876647296
Mclaren,570S,58_4,159009.5,164764.72999999998,170931.7142,177472.45926799998,184363.79118871997
Mclaren,600LT,58_9,196078.0,202637.32,209844.1528,217608.85691199996,225872.86778847995
Mercedes,A Class,59_8,22137.19514311601,22978.451949941205,23866.628328709245,24799.62027239689,25776.433850670255
Mercedes,Amg Gt,59_10,107248.06231903998,110662.56599788158,114476.27546805285,118626.37126795416,123071.15746549776
Mercedes,B Class,59_11,24085.520584670103,24924.869321909075,25835.013634481955,26807.61885764879,27837.36688640603
Mercedes,C Class,59_12,31171.240420373004,32339.0492884115,33577.28273580447,34881.6440783362,36249.798864639335
Mercedes,CL,59_15,118985.43674873696,123696.2047669494,128609.99834141144,133730.56004371677,139063.09568351964
Mercedes,CLA Class,59_16,27263.630452559995,28136.884356792,29110.2558113544,30168.193300012084,31300.390111355024
Mercedes,CLC Class,59_17,27084.942058236054,28159.791084764423,29280.198669094243,30447.217774515484,31662.17429655634
Mercedes,CLK,59_18,48689.15371885014,50637.067934927174,52662.79429945038,54769.47662441668,56960.37507648515
Mercedes,CLS,59_19,52044.62644284103,53870.74121299032,55846.601660214896,57955.187285716966,60185.699868511074
Mercedes,E Class,59_20,38533.15763209863,40043.71247295224,41623.920946769096,43273.799767068995,44994.19714545215
Mercedes,G Class,59_21,97526.0254109383,101123.3210905176,104955.63219833755,109005.02227121052,113261.03851151658
Mercedes,GL Class,59_22,71116.98905141716,73847.65271465704,76721.74769407157,79734.74981141422,82885.03235057664
Mercedes,GLA Class,59_23,26122.8302272,26896.25264704,27782.059200448,28760.3110817344,29817.60218429171
Mercedes,GLC Class,59_24,39421.481061679995,40811.5372219472,42313.23655328509,43914.2325051385,45606.72834814944
Mercedes,GLE Class,59_25,56373.23763699999,58460.35428957999,60681.2994641332,63026.323144777525,65489.81626202393
Mercedes,GLS Class,59_26,96289.47095,102749.793569,108685.90595846,114311.6266494884,119778.89083235094
Mercedes,M Class,59_27,55650.23535540318,57886.81729075864,60209.69074718652,62623.258912432255,65131.81564368034
Mercedes,R Class,59_28,58553.52004765409,60901.841705849714,63342.24197348632,65878.9602720076,68516.2387165952
Mercedes,S Class,59_29,75654.57857551964,78586.39006546856,81663.78551093698,84884.09482136925,88247.08913722036
Mercedes,SL Class,59_30,77549.79531772892,79798.71912241023,82393.52028168716,85271.257769021,88389.50575302831
Mercedes,SLC,59_31,34528.991545,36025.170881499995,37546.69148904999,39104.91878921499,40708.56728920569
Mercedes,SLK,59_32,37060.25166282052,38455.54859739056,39932.79134892623,41487.417568231314,43117.03446670419
Mercedes,V Class,59_36,50744.90245159085,53063.13326291679,55387.56289271708,57744.3984179243,60153.107461290245
Mercedes,Vaneo,59_37,26067.774536074856,27109.579103427328,28193.327777701055,29320.616745904743,30493.13051570788
Mercedes,Viano,59_38,43980.63932297515,45801.01857807887,47675.866898731314,49612.86687895107,51618.35726709847
Mitsubishi,ASX,62_1,17339.79127505837,17977.787824060862,18657.982765623405,19377.060476268416,20133.073775333207
Mitsubishi,Carisma,62_2,18249.63413693623,18978.993349321532,19737.714776129887,20526.91655215993,21347.77844373572
Mitsubishi,Colt,62_3,12345.821816007983,12838.567818949095,13351.349722917616,13884.87114568171,14439.893195202148
Mitsubishi,Eclipse Cross,62_7,22652.97310976,23419.7956181504,24259.079951676416,25161.187905903473,26119.85675145161
Mitsubishi,FTO,62_8,45875.11026673268,47709.605233304814,49617.632831768984,51602.08851743213,53665.99731880409
Mitsubishi,Galant,62_9,33108.82513042608,34433.07273863245,35810.32187027028,37242.683100545866,38732.35427339304
Mitsubishi,Grandis,62_10,28681.695176671616,29826.992525081732,31018.692905025284,32258.475096484493,33548.13823302461
Mitsubishi,Lancer,62_14,61754.91837806611,64578.12005096855,67408.34830945315,70277.65466134337,73209.84154145558
Mitsubishi,Mirage,62_15,11700.284192,12159.52902848,12639.7736177792,13141.068962202367,13663.704800488862
Mitsubishi,Outlander,62_16,26992.454519304887,28019.614931513417,29103.62309077939,30242.024507814374,31433.685033509617
Mitsubishi,Shogun,62_18,33149.57294132509,34479.42350546836,35861.307798230286,37297.65525693973,38790.88806996348
Mitsubishi,Shogun Pinin,62_19,21996.069263000092,22874.84890644152,23789.09867374417,24740.141688425436,25729.3827033745
Mitsubishi,Shogun Sport,62_20,37017.051264356814,38924.03867621777,40779.41397616716,42619.48016224433,44470.48210765543
Mitsubishi,Space Star,62_21,18585.89015845641,19329.501898603172,20102.80526821325,20907.00378450795,21743.344349784584
Mitsubishi,Space Wagon,62_22,29376.159752924003,30550.40897600961,31771.867318128046,33042.351399007806,34363.772026676364
Mitsubishi,i,62_12,40925.54377905622,42631.74840496295,44385.446353482606,46194.76381624671,48066.28409493394
Nissan,350 Z,64_1,38575.29305118967,40110.16378538015,41708.87164529538,43373.23742705722,45105.37456530452
Nissan,370 Z,64_2,27951.23525271762,28588.031076902334,29394.674809831635,30334.64754512214,31382.9634669551
Nissan,Almera,64_3,15183.710012056818,15789.754161465691,16420.431352172942,17076.609523233896,17759.226546045076
Nissan,Almera Tino,64_4,18580.023626058457,19321.30473488394,20092.813038927496,20895.584840738335,21730.749730545485
Nissan,Cube,64_5,19503.25041833697,20275.745581050374,21081.431006478346,21920.947168267645,22795.166300069468
Nissan,GT-R,64_13,86863.12681861983,90175.40648987229,93668.85096842251,97336.1047604282,101173.89877813344
Nissan,Juke,64_14,15175.782947401349,15663.001215180942,16205.65212870666,16795.169819297862,17425.880735879833
Nissan,Leaf,64_16,28665.199559824996,29601.156814437498,30637.747577568647,31760.03862405895,32958.1869693926
Nissan,Micra,64_17,12597.532680272265,13234.722911902583,13857.414075472288,14477.0222114567,15101.821200990831
Nissan,Murano,64_19,51945.31638278419,54032.31406428043,56200.03614518105,58452.538253818886,60793.790247953046
Nissan,NV200,64_22,22861.865637972696,23747.05833977641,24676.443326766825,25649.152917217052,26665.075334071425
Nissan,Note,64_21,11825.501480343508,12270.905861917256,12742.411122045953,13238.575884884194,13758.646742849043
Nissan,Pathfinder,64_24,39035.417203928766,40573.90901972359,42180.81796985891,43856.81750119572,45603.22697002327
Nissan,Patrol,64_25,36581.25870475921,38038.58631067198,39555.98384350454,41135.3210535287,42778.702395068634
Nissan,Pixo,64_28,10282.664720900875,10697.077395468836,11127.134751299936,11573.742123360576,12037.757195701048
Nissan,Primera,64_31,20839.729639569177,21671.613117163237,22537.28364625767,23437.93919519351,24374.87170516113
Nissan,Pulsar,64_32,14491.146736479996,14910.648787139198,15394.974065464769,15932.302556871357,16514.66532929781
Nissan,Qashqai,64_33,19626.464161286916,20218.39051290084,20891.93358303059,21632.976141081417,22432.05083703539
Nissan,Qashqai+2,64_34,22596.020764701738,23488.15354833681,24419.484057403184,25390.526476692343,26402.13167565516
Nissan,Serena,64_35,30231.95659922044,31440.94441009042,32698.378869324843,34006.17170207941,35366.318944749684
Nissan,Terrano,64_38,31612.58402720571,32876.544593325336,34191.22642058032,35558.60950786892,36980.76770950944
Nissan,X-Trail,64_41,24678.312465423995,25523.725404068795,26445.470728251035,27433.846972994717,28482.591042844055
Perodua,Kelisa,68_1,6878.643203093545,7152.293943494986,7437.339209829175,7734.100234238416,8042.951462819204
Perodua,Kenari,68_3,9439.208280526,9814.953743046692,10206.275884678316,10613.63371440228,11037.553819014152
Perodua,Myvi,68_2,8057.159344704211,8356.094733635722,8673.992833581491,9009.510564344988,9361.881599112954
Peugeot,1007,69_1,17865.780190510905,18579.554938034948,19322.13761348887,20094.603452581192,20898.09382487138
Peugeot,106,69_2,13176.095464026988,13703.018090750718,14251.053980094604,14821.036755298086,15413.836656709798
Peugeot,107,69_3,9895.3304347372,10279.04119328376,10681.73111982506,11103.070159785026,11543.041822793302
Peugeot,108,69_4,9682.28602956,10042.4882842824,10425.225385131696,10828.960699171565,11252.827536182647
Peugeot,2008,69_5,17798.630218,18548.4924166,19316.974006179997,20108.232291468397,20925.567110655975
Peugeot,206,69_6,13575.472959639244,14118.414834011866,14683.097496563278,15270.383644859468,15881.172564557404
Peugeot,207,69_9,20262.355656312742,21163.351116485817,22073.236024889644,23000.511070506305,23951.573436561313
Peugeot,208,69_12,14835.274478799998,15457.432823032,16095.853291509278,16753.773632058852,17433.784923563646
Peugeot,3008,69_13,23954.32670489243,24998.6855781607,26058.96306483793,27143.55263191701,28258.856468333583
Peugeot,306,69_14,23024.240655247755,23944.536774846016,24901.846791211705,25897.590644620468,26933.263257637493
Peugeot,307,69_15,18963.80122305189,19721.318228448883,20509.446427119277,21329.317112876757,22182.134777462725
Peugeot,308,69_18,17630.821685209397,18298.307789796974,19003.8173674143,19745.47414832868,20522.345974614294
Peugeot,4007,69_21,34015.86205908757,35368.55476914675,36777.73771929959,38244.95575964246,39772.02996212777
Peugeot,406,69_22,24795.36273923844,25786.468155535196,26817.430516465654,27889.780281420622,29005.12827368488
Peugeot,407,69_23,25523.090026758175,26542.95712725827,27603.93586194944,28707.575611148008,29855.516255898343
Peugeot,5008,69_25,25801.36350153813,26923.05419215829,28062.72166523567,29229.152245618832,30429.063535085195
Peugeot,508,69_26,26821.088530078152,27959.883057723506,29124.44407054201,30321.73781672038,31557.228517738884
Peugeot,607,69_28,37976.64888491968,39495.89965099408,41075.86500450818,42718.99016192054,44427.81315845979
Peugeot,806,69_38,37198.47065407707,38686.09223944285,40233.313860462455,41842.49096689028,43516.08179197242
Peugeot,807,69_29,33169.67869326027,34501.24912952864,35884.647396686356,37322.37710393741,38816.91285606343
Peugeot,Bipper Tepee,69_30,15630.471292266076,16254.114958259526,16903.17692660187,17578.53216267432,18281.13316048716
Peugeot,Expert Combi,69_40,29767.981999999996,30969.475399999996,32215.796299999995,33509.70747079999,34853.791292792
Peugeot,Expert Tepee,69_32,28382.984093440733,29502.130695736436,30670.894990556542,31889.806137072264,33159.85112538058
Peugeot,Partner Combi,69_39,15712.047591758514,16338.324052175376,16990.31320398496,17668.845064950154,18374.842400512214
Peugeot,Partner Tepee,69_35,17659.964078724246,18399.006556815773,19157.817559548195,19940.125780251976,20748.927674287355
Peugeot,RCZ,69_36,25863.74767195712,26848.990043392143,27888.434370317544,28979.81105276305,30122.09101021653
Peugeot,Traveller,69_37,32052.95665055999,33229.9975525824,34485.64329988569,35813.58112352112,37210.082832609965
Peugeot,iOn,69_33,22831.67605451677,23442.688835678546,24168.818406392453,24987.466554748888,25883.292005409363
Porsche,718 Boxster,71_2,48426.079799664,50234.74104145056,52154.26331796858,54177.52669508933,56300.592753974306
Porsche,718 Cayman,71_3,46391.466722576006,48131.25457207904,49975.395181382206,51917.6342871315,53954.59596756256
Porsche,911,71_4,79570.33103928422,81984.26627469895,84725.42232137726,87737.6889912156,90983.4713947525
Porsche,Boxster,71_6,46109.807042331566,47891.579828866656,49763.4093754106,51723.262197799515,53770.71419887224
Porsche,Cayenne,71_8,59869.94688852577,62335.95672681283,64879.24336980757,67509.30696634544,70234.10494822115
Porsche,Cayman,71_9,44800.016047100515,46427.68316902443,48169.75703181334,50016.02388830542,51960.29844649132
Porsche,Macan,71_10,49461.85648672,51382.08494481279,53396.59628164211,55503.91969023355,57704.09816797092
Porsche,Panamera,71_11,73486.1339308263,76222.78338172496,79129.7375825599,82195.55709175846,85413.8203795561
Proton,GEN-2,72_1,12202.377446335884,12686.644259063463,13191.430229837906,13717.211579319755,14264.586940694378
Proton,Impian,72_2,17180.428849393964,17865.50652625487,18578.62915332467,19320.72597567138,20092.82117404784
Proton,Persona,72_4,22930.893048731676,23848.01334025216,24801.853072562106,25793.870634554485,26825.585867299593
Proton,Satria Neo,72_5,11263.671098690293,11706.264463885384,12168.947607314038,12651.808307017864,13155.152596086467
Proton,Savvy,72_6,10230.680423491276,10636.349755289708,11059.313225902442,11499.942391219342,11958.719732264675
Proton,Wira,72_7,15730.641601967563,16360.212466931234,17014.862606227958,17695.62625891071,18403.569713170684
Renault,Captur,75_1,15773.787218,16273.9559486,16833.36625586,17442.617354615602,18095.463562765064
Renault,Clio,75_2,12678.500944802572,13167.1617180018,13680.91270150686,14219.094369916626,14781.519756957936
Renault,Espace,75_3,33903.112975586075,35275.775324188864,36698.38281786196,38174.42166707032,39707.07100929885
Renault,Grand Espace,75_5,36135.483160790915,37577.37240086349,39077.996236446685,40639.38634358861,42263.750977710995
Renault,Grand Modus,75_6,14932.244672536872,15523.532932277678,16140.273180556316,16782.943359469842,17452.202570032525
Renault,Grand Scenic,75_7,23954.94756518833,24843.86195163183,25789.11796838228,26786.733764197197,27834.438868720827
Renault,Kadjar,75_8,21179.71942056,21968.7727843824,22806.828906657694,23690.615710554004,24618.29989231716
Renault,Kangoo,75_9,16094.262673400648,16736.71096222622,17405.25384803795,18100.81611508535,18824.39523887688
Renault,Koleos,75_10,26953.206463568997,27847.033836498296,28831.904570028804,29894.873318879363,31027.453047869123
Renault,Laguna,75_11,24315.085329481815,25285.118831964766,26294.72464775593,27345.25437742497,28438.183073153137
Renault,Megane,75_12,18409.01160547273,19125.91253378931,19877.32736000925,20662.88528181748,21482.726072275684
Renault,Modus,75_13,14247.202055128331,14813.08499164444,15402.804789327896,16016.954459513388,16656.258872922586
Renault,Scenic,75_14,21586.18531005541,22350.51685303879,23175.156418567152,24053.595899294607,24981.74299205573
Renault,Twingo,75_18,10508.113523418517,10909.12484239296,11331.970580715071,11775.78592518215,12240.192927056369
Renault,Vel Satis,75_20,37535.12058157328,39035.405219122214,40596.0372978873,42219.32989880293,43907.71887105514
Renault,Wind,75_21,17464.899750433266,18141.55176372213,18851.85305056109,19595.174623986582,20371.454824928187
Renault,Zoe,75_22,26407.041904319995,27350.679032812797,28365.85501074931,29445.29338281608,30584.46803827449
Rolls Royce,Dawn,77_2,299028.09004992,309781.12649191683,321326.71053959354,333587.8162527773,346516.9550070084
Rolls Royce,Ghost,77_3,236985.6832837933,244578.7145546553,253041.38589449873,262238.7072606387,272081.2217023163
Rolls Royce,Phantom,77_4,348183.0361369731,360570.6034307676,373915.5996618192,388117.7441139666,403114.31820449745
Rolls Royce,Silver Seraph,77_5,326744.3118767483,339810.96166551823,353401.21425172896,367535.7327055111,382236.09093233064
Rolls Royce,Wraith,77_6,272161.53419864,282214.63649874076,292919.87061119906,304228.3194924031,316111.6101118285
Rover,25,78_1,14001.091051123993,14560.622220320194,15142.688378138871,15748.144801568536,16377.894815444151
Rover,45,78_2,24498.06787606863,25480.01272279181,26500.62872387979,27561.64471735839,28664.804097219116
Rover,600,78_8,35057.30337385324,36459.476728443915,37917.77265132726,39434.425355002255,41011.76162753768
Rover,75,78_3,28982.872553611214,30140.77199172288,31345.412046568847,32598.53495105553,33901.99084493451
Rover,City Rover,78_5,11283.830393228413,11734.767428780677,12203.866799808096,12691.817543513753,13199.347495453634
Rover,Mini,78_6,16405.58836691566,17061.51573264786,17743.76904369267,18453.37468265761,19191.408084015977
Rover,Streetwise,78_7,20032.64050354011,20834.85117548795,21668.878758771833,22536.07738450776,23437.83091265761
Seat,Alhambra,79_1,27088.173240074862,28079.8688520524,29138.78168379668,30259.335605512075,31438.210887787027
Seat,Altea,79_2,23191.221842853472,24153.76438469275,25144.340527768058,26167.2120462601,27225.869056277428
Seat,Arona,79_4,17864.36199872,18469.0859266688,19130.95397733555,19842.365365948972,20598.381241250932
Seat,Arosa,79_5,10913.486006866768,11349.601603731597,11803.288977493969,12275.212853322904,12766.075989166246
Seat,Ateca,79_6,20089.27438864,20798.4908661856,21564.38235223302,22380.723942302346,23243.58930718044
Seat,Cordoba,79_7,16935.557128911973,17612.104694904527,18315.97657928596,19048.18703006707,19809.814482596532
Seat,Exeo,79_8,25409.17549711654,26412.546418343227,27459.951006016378,28551.980957914624,29689.602534391524
Seat,Ibiza,79_9,13174.083104263873,13767.881742802309,14365.38173257192,14972.74630591506,15594.580670979847
Seat,Leon,79_10,19223.42491651602,19829.184641561216,20508.127937092853,21248.496191485,22042.4662349803
Seat,Mii,79_11,11196.828776212998,11721.9355353491,12244.87648242437,12772.51600968426,13309.90777764567
Seat,Toledo,79_12,17666.225452800023,18379.664787072015,19119.604599866892,19887.716038779963,20685.55375877404
Skoda,Citigo,80_1,8869.394717468998,9146.1586382283,9457.396676199807,9797.466727957466,10162.60732637253
Skoda,Fabia,80_2,11165.939335654835,11575.615003374383,12012.766269514708,12475.16558649904,12961.494276301622
Skoda,Felicia,80_11,12170.710411779615,12657.375498213369,13163.556187115704,13690.018402881991,14237.563116794434
Skoda,Karoq,80_3,22587.375697279997,23351.9776771712,24188.831650658045,25088.32732316437,26044.220100626942
Skoda,Kodiaq,80_4,23876.27696248,24719.5782979792,25630.136609798366,26600.584700120304,27626.27792627612
